,0f259232e21f0c2fee6ad8d1d8f1027a,9274b3c3b5944720ff3a39acd9cf88fd,255b57e780bd487c9f2c9d8a6d98122e,81a7fd8b494dcdbef06baf399f2f6ab3,3679c0945f1a70a259b655406fc39172,456a12b90d15a721ad799e16006c6684,05b2f1f50c1ce311f0dbd14eee459bff,85e40ab41dbb322d6265279032519a63,fb99ada28bdcb8a828a19ba2293b5607,ec5c0d5f42ed96fb66f585f2072f51c8,5a238bc5400490331b6b4c08ea0fe0ab,f3b0f9ecd412b62d07cc9a0c8e80470c,f7e1531894d4de8cc0d90bc6c9ba8991,942619b5db45e2e562e61d92119ff838,94e09ab4773fbc3b2b67c2f34281220a,f0e3dfc632173c07417737b09c0ef573,05c65dfa276e4011e911260f8118f6c9,795c21f080ec8025792ef4d0dbbd8b71,af3df9ccd4174c841a11369f668d7eed,a107bcb0918d989fb9378c897e0ffddc,26946cac9ecc79ec658301e357330c5e,18583b9b1ebca580d6dd801f9dc66bd4,bca747f5e6237a7773881a0467d2e683,ccb2a8fe516433ddfb606137a178f9ed,61768dc417b2b3ede0ed37eb320093a9,0bcb8976125dbc200aaac6e2843288d3,9f787e7ea88cf6d08f0a84ff9671c365,c4c7efcae8d0827a8d07ca016a3bfb6a,b08119580a4f62b96c89326c2e32b695,0da4b490e41e0fe2c7df72f01af5ec50,a05ee4cf2d1de48475756e7a2d0a7cf1,a693b13a81f3e3d78eca32b7cc36b60e,c6424732171a02f1c1062f50c3a73a77,cbaac4719cd0e31524598d62fe31fe48,27da4027d84eff5adb55c509efaafbe0,ff9858a350a257210e2851650a7cd6d2,565b7097a474e2e3750586bd4d6b0bb5,23edc5ff51cfadd333466861a4e1ea38,c5d9c0b2012bb566a6a73b4d9e07fe86,1f56c874da3dc7e3bed7f8f6529b64a2,ae6f5f4d844a09b756dc601df2c1e8d9,36493d4cdc4c7a595e50be5d6c71f09d,dd131a05ead3e4f70b991714a54de5ab,cfe26d6aea9efd71c5513cd733043333,7ba28aba612a440ff8dd711262154f44,2a73e11492c29b7696d32cab40401a30,3ac8acc7e11bbe6772fddad237e51d2e,0d96aee679fac13091dac1b352b9485f,630ee7e776797db7d8df48faa23d5a65,9c0a5f9ef978de85871f0df5f328cc04,762c8c28af0cb9ae3028f33c1520a885,0928147d7fed5d2704e5864f15310df3,2e300d5b9ced3d6eb1bd338e15f42705,9b0f782fc5e61f4bcd60aec45a951907,8c1269604d51124eea733d76d969419f,71e83ca83dd815fb28599128e3923a04,2e207747b7f6ba4806dacd5c8eefb008,47251289aa301e5e085ea87168b93c5b,d774007926d300cfdc0af21fd17631da,a755c8d149dbfd8145d7e0970920af69,0e9ec21c9c1d75db573e64780f4bdc04,c4c87cc56c600398a547bf1d240bac4a,876d491f272ea12d93db7be1c54c1e5e,f4010791f0c5aa854730550435ca5837,d73f5beea409541bfeaa2095570c500d,3dd952e6eff4eeed1f99f883d7760558,ea594b4481ccdee2d7ed446a2a0ae272,e853197616422fca1c71e49cdd101657,32e418063c86b6aba3701f86f27b15bb,e47da797deb91bee9d49736f2c03f5d4,200d22d4f0b96478bc89e527590483df,ce1dd76e18ef0012011b3032be8a83fe,72cf8a1a01fb55ce2780a3fe0f8038d1,5402c87773c8c6cb257b4394b0717185,281856e1516923676b43bd418e6f25a7,9c863871d4cf0e4b25504375945feaa9,7fc85a57ec35f1b6145953e32a673446,67c5e92a315327f8188d2c91faf5c3a1,1ba20e49a934c9f63888c0aca2e3bdb0,106479e4024061d5093f0dcd23bc6cf9,179d05e99c44e629c8e68aef8ee71784,e2a80f87817bef0d96786c7ce389aed6,8597f5e4b5aabc29c6fc71c001a9303a,6a3dd1d0444d504a669c0825857a9074,fe5f4acc019e16ac5a920b1014cc7229,1ccc72120e9ca6b9c58c97c139468900,7342f68949be41c06eb30d3be1f3499d,9d5cf228e9ec57d97be4213c970d5621,a5b2dafc7f7a3eabaaff5f337f5a7d42,796b462f075af0b2fa608735085c20e9,668beb724f47e5a18cece4da0cfd0a51,a2a8db06139e5d8b33b9696c575f0414,9a6473062b1e797bcc9732f0c9a07849,cae432c95e5232373cb67ff90e7793d8,19f6997d3ba451b2bc8107503d70ab73,83e59a57e4575c3cbd02a8451997959b,5876cef9666eaf04c8dda83ec6c83a60,66b960536d4f8c72e04621cc3b3cf8e8,cf83b57ee57ce2ce8c9cc50781da2080,13e68590206aad4467ab4aa1b71406f6
2023-01-02,0.00047159966197796166,0.028148788958787918,0.00037683668779209256,0.0009040345903486013,0.00030712204170413315,0.0028442672919481993,0.0002829328295774758,0.0010974535252898932,0.015141080133616924,0.0004928970010951161,0.0023562638089060783,0.000353836891008541,0.0006574124563485384,0.0002617128484416753,0.001968701835721731,0.008508091792464256,0.00028825883055105805,0.00023246508499141783,0.00047555367927998304,0.0006904748734086752,0.0005029801395721734,0.00016439176397398114,0.00023922721447888762,0.0037910963874310255,0.0002990089706145227,0.00025958154583349824,0.0002151254448108375,0.0001286193000851199,0.011684225872159004,0.0004730523214675486,0.00017336786550004035,0.0006286687566898763,0.026101497933268547,0.00019449915271252394,0.0007443067734129727,0.0008357617189176381,0.0038850409910082817,0.008619516156613827,0.0021004648879170418,0.001097704516723752,0.010111246258020401,0.00024082697927951813,0.00021931188530288637,0.003644648240879178,0.00025414995616301894,0.0008333516889251769,0.007772338576614857,0.0007864894578233361,0.0001632185885682702,0.0028633573092520237,0.0002694548456929624,0.004575356375426054,0.010626981034874916,0.0015841349959373474,0.0007860303157940507,0.022156471386551857,0.06280777603387833,0.0002585018810350448,0.0016137463971972466,0.035491518676280975,0.0005029004532843828,0.00013528013369068503,0.005942872259765863,0.00044888537377119064,0.0005899402895011008,0.0003935888526029885,0.00020345750090200454,0.0008211683598347008,0.05115539953112602,0.022785941138863564,0.007496797014027834,0.00014100855332799256,0.0006789640756323934,0.0004152364854235202,0.0011490758042782545,0.00023650364892091602,0.0012703065294772387,0.0003952102269977331,0.0010037191677838564,0.00040234174230135977,0.00032370039843954146,0.004848584532737732,0.00173168012406677,0.00504923053085804,0.0031919702887535095,0.0006192493601702154,0.0010966460686177015,0.001786686945706606,0.012378663755953312,0.002053334843367338,0.00017405804828740656,0.0006981480401009321,0.05385150387883186,0.004597782157361507,0.018992187455296516,0.0011671840911731124,0.0012161692138761282,0.07370754331350327,0.0002707713865675032,0.00020415276230778545
2023-01-09,0.0004859465407207608,0.028492463752627373,0.00036674333387054503,0.0008973004296422005,0.0002983000595122576,0.0029113320633769035,0.00027932721422985196,0.0011464687995612621,0.015434302389621735,0.0004900790518149734,0.0023909281007945538,0.0003487548092380166,0.0006710324669256806,0.00027118308935314417,0.002117784693837166,0.008525032550096512,0.00028665969148278236,0.00023709659581072628,0.0004734524409286678,0.0006846722681075335,0.0005147593328729272,0.0001730204385239631,0.0002351592411287129,0.003856295021250844,0.0002928594476543367,0.00025115732569247484,0.00023151587811298668,0.0001280737342312932,0.01188332587480545,0.00054403324611485,0.00016916856111492962,0.0006280284724198282,0.02565803751349449,0.00020898655930068344,0.0007137177744880319,0.0008516995585523546,0.003969316370785236,0.00886409543454647,0.002053473610430956,0.0010726775508373976,0.01030798815190792,0.00024553772527724504,0.0002030787873081863,0.0035802056081593037,0.00025679561076685786,0.0008376976475119591,0.00785062275826931,0.0007656035595573485,0.00017007070709951222,0.002932845614850521,0.0002659566525835544,0.004476475995033979,0.010721669532358646,0.001536691328510642,0.0007548031862825155,0.022750578820705414,0.06212963908910751,0.00026483257533982396,0.001662939554080367,0.03544199466705322,0.0004786077479366213,0.00013210882025305182,0.005885025952011347,0.00047112212632782757,0.0005922457203269005,0.0003905532939825207,0.00021390106121543795,0.0008245884673669934,0.05080082267522812,0.02310771495103836,0.0074054221622645855,0.00014178802666720003,0.0007115520420484245,0.00040614191675558686,0.0011658408911898732,0.00027210364351049066,0.0012828465551137924,0.00037613941822201014,0.0009725030977278948,0.0004070308932568878,0.00032617541728541255,0.004817846231162548,0.0017964448779821396,0.005281222052872181,0.0032554641366004944,0.0006176548195071518,0.0010862182825803757,0.001790228416211903,0.012623956426978111,0.002047502901405096,0.00017160001152660698,0.0006863150047138333,0.05492662638425827,0.004489388316869736,0.019615061581134796,0.0011729021789506078,0.0012656741309911013,0.07528366148471832,0.00026610252098180354,0.0002046388399321586
2023-01-16,0.0004921219078823924,0.028334494680166245,0.00037782383151352406,0.0009177690371870995,0.0003092467086389661,0.0030122059397399426,0.00028299339464865625,0.0011615792755037546,0.015447957441210747,0.0005074340151622891,0.0024525364860892296,0.00035046468838118017,0.0006781936390325427,0.0002672690316103399,0.002084355801343918,0.008642572909593582,0.0002864385605789721,0.0002445555874146521,0.00047674792585894465,0.0006862620357424021,0.0005225115455687046,0.00017517650849185884,0.00023855632753111422,0.003927128855139017,0.00029340048786252737,0.0002551451325416565,0.0002360482612857595,0.00013041889178566635,0.012077085673809052,0.0006170369451865554,0.00016854923160281032,0.0006457324489019811,0.025502173230051994,0.00022081889619585127,0.0007029376574791968,0.0008672850672155619,0.003965459298342466,0.008928677067160606,0.0020625265315175056,0.0010764978360384703,0.010376946069300175,0.0002464089775457978,0.00019869234529323876,0.0035918063949793577,0.0002609975344967097,0.000854868907481432,0.007683451287448406,0.0007541750674135983,0.00017871762975119054,0.002941455692052841,0.00027021169080398977,0.004374983720481396,0.010871125385165215,0.0015232113655656576,0.0007513042073696852,0.023260176181793213,0.06080808863043785,0.0002664125931914896,0.0017249848460778594,0.03542485460639,0.00047479537897743285,0.00013242002751212567,0.005876006092876196,0.0004566096467897296,0.0005888149025849998,0.00039128653588704765,0.00022480302141048014,0.0008357355836778879,0.05059536546468735,0.02316109463572502,0.007360873743891716,0.00014472243492491543,0.0007051146239973605,0.0004041331121698022,0.0011849629227072,0.0003005398903042078,0.0013038283213973045,0.00038052076706662774,0.0009803250432014465,0.0004084919346496463,0.00033651801641099155,0.004805414937436581,0.0018347406294196844,0.005315400660037994,0.0033136943820863962,0.0006200345233082771,0.0010911476565524936,0.0018100527813658118,0.012765077874064445,0.002059860620647669,0.00017629396461416036,0.0006884603062644601,0.054578643292188644,0.004374498035758734,0.02007806859910488,0.0012514980044215918,0.0012724222615361214,0.075831837952137,0.00026149972109124064,0.00020308095554355532
2023-01-23,0.0005095737869851291,0.0287270937114954,0.0003828310873359442,0.0009403119329363108,0.0003170825948473066,0.003120873589068651,0.00029006111435592175,0.001186345936730504,0.015873225405812263,0.0005179583095014095,0.0025253184139728546,0.00035711584496311843,0.0006945900386199355,0.00026966643054038286,0.0021940809674561024,0.00887046568095684,0.0002899910614360124,0.0002549180935602635,0.00047961814561858773,0.0006959122838452458,0.0005257462034933269,0.00017522879352327436,0.00024616060545668006,0.0040013957768678665,0.0002994847600348294,0.00026438821805641055,0.00023984241124708205,0.00013240640691947192,0.012382909655570984,0.0006488044746220112,0.00017121181008405983,0.000674464856274426,0.026522597298026085,0.00023142871214076877,0.0007294834940694273,0.0008860817179083824,0.004003304522484541,0.00906725786626339,0.002183001022785902,0.001091404352337122,0.010746055282652378,0.0002476978115737438,0.00019897002493962646,0.0038022000808268785,0.00026488996809348464,0.0008589988574385643,0.00812198780477047,0.0007514864555560052,0.00018956983694806695,0.002964759711176157,0.0002599939762149006,0.004597933031618595,0.011124232783913612,0.0015299685765057802,0.0007596559589728713,0.02370787039399147,0.06348434090614319,0.0002687001251615584,0.001787747722119093,0.036793388426303864,0.00047647496103309095,0.00013463037612382323,0.005960606969892979,0.000459839531686157,0.0005869719316251576,0.0003926061908714473,0.0002444041892886162,0.0008492466295138001,0.05290790647268295,0.023545723408460617,0.007368367165327072,0.00014961231499910355,0.0007355635170824826,0.0004110506270080805,0.0012010156642645597,0.00031875577406026423,0.0013283190783113241,0.0003813144867308438,0.000995381735265255,0.00040733112837187946,0.00034979768679477274,0.004829774610698223,0.0018669795244932175,0.005424467846751213,0.0033825209829956293,0.0006233770400285721,0.0011145067401230335,0.0018492056988179684,0.013065345585346222,0.002111684065312147,0.0001824517676141113,0.000696006347425282,0.05593104660511017,0.004636872559785843,0.020527472719550133,0.001293371431529522,0.0012933039106428623,0.07808176428079605,0.00025870787794701755,0.00020268444495741278
2023-01-30,0.0005170427612029016,0.029306188225746155,0.0003848625347018242,0.0009929854422807693,0.0003128860844299197,0.003228734713047743,0.00029699885635636747,0.0012272298336029053,0.016242990270256996,0.0005506197921931744,0.002607816131785512,0.00036443985300138593,0.0007037537870928645,0.0002750237472355366,0.0021705692633986473,0.009218258783221245,0.0002859024389181286,0.0002667282533366233,0.0004834586288779974,0.0007184879505075514,0.000528563978150487,0.00017768288671504706,0.00025320000713691115,0.004130196757614613,0.00030617640004493296,0.000272882345598191,0.00024700144422240555,0.00013406603829935193,0.012765551917254925,0.0006727378349751234,0.00017522252164781094,0.0007013949216343462,0.027366865426301956,0.00023954366042744368,0.0007307949708774686,0.0009084206540137529,0.004032791126519442,0.009246323257684708,0.0022840360179543495,0.0011268309317529202,0.01098498422652483,0.00025247520534321666,0.00020138917898293585,0.0037599585484713316,0.0002705829101614654,0.0008413335308432579,0.00808594562113285,0.0007547735003754497,0.0002063006832031533,0.0030379837844520807,0.00027197637245990336,0.004972139373421669,0.011482123285531998,0.001550608896650374,0.0007731493096798658,0.024127930402755737,0.06432376056909561,0.0002736408496275544,0.0018514415714889765,0.037858929485082626,0.00047796990838833153,0.00013788967044092715,0.006303540430963039,0.00045858591329306364,0.0005909655592404306,0.00039419843233190477,0.0002579725696705282,0.0008644387125968933,0.05412430316209793,0.02402820624411106,0.007432820275425911,0.00015604910731781274,0.0007728698546998203,0.00041705340845510364,0.001209745416417718,0.00033026296296156943,0.0013226307928562164,0.0003814075025729835,0.0010209580650553107,0.0004079853242728859,0.00037416291888803244,0.004860171116888523,0.0019188814330846071,0.005558352451771498,0.0035727990325540304,0.0006390977650880814,0.0011705264914780855,0.0019442548509687185,0.013397783041000366,0.002183588221669197,0.00018593133427202702,0.0007045737584121525,0.05769059434533119,0.005003044847398996,0.020778201520442963,0.0013823846820741892,0.0013386481441557407,0.08139476925134659,0.00025784861645661294,0.00020536273950710893
2023-02-06,0.0005326425307430327,0.031236648559570312,0.0003871528897434473,0.0010970280272886157,0.0003116180014330894,0.003378115128725767,0.00030279907514341176,0.0013644222635775805,0.016704879701137543,0.0005667506484314799,0.002709605498239398,0.0003746531729120761,0.0007102495292201638,0.0002728753606788814,0.0023447496350854635,0.010263027623295784,0.00029091749456711113,0.0002780660870485008,0.00048532019718550146,0.0007482657092623413,0.0005260143079794943,0.000179561015102081,0.0002643591142259538,0.004215570166707039,0.0003137413877993822,0.00027749163564294577,0.0002614665136206895,0.0001373139675706625,0.014159809798002243,0.0006978109595365822,0.00017756441957317293,0.000720626674592495,0.02884296327829361,0.00024466015747748315,0.0007362206233665347,0.0009424198651686311,0.004039332736283541,0.009488513693213463,0.002421095035970211,0.001187315327115357,0.011598799377679825,0.0002499482361599803,0.00020320600015111268,0.004017592407763004,0.00027529813814908266,0.00088453758507967,0.009087599813938141,0.000759148329962045,0.00022161418746691197,0.0030978007707744837,0.00028256798395887017,0.005391907878220081,0.012697181664407253,0.0015824289293959737,0.0007941422518342733,0.02560964599251747,0.06800742447376251,0.00028441401082091033,0.0019162216922268271,0.04157451540231705,0.00047537818318232894,0.00014113324868958443,0.00659430306404829,0.0004555993073154241,0.0005949542974121869,0.0003973893471993506,0.0002762633957900107,0.0008870759047567844,0.05966072902083397,0.025306137278676033,0.007504006382077932,0.00016230205073952675,0.0007990516605786979,0.0004356624558568001,0.0012069789227098227,0.00035216539981774986,0.0013104204554110765,0.0003805418382398784,0.0010571586899459362,0.00040916443686001003,0.00040005682967603207,0.004895956255495548,0.0020298510789871216,0.005838783457875252,0.0037814758252352476,0.0006458191201090813,0.0012116511352360249,0.0020913034677505493,0.014188583940267563,0.0022857480216771364,0.00018934774561785161,0.0007275367388501763,0.06336310505867004,0.005393825471401215,0.021921370178461075,0.0013929366832599044,0.0015095928683876991,0.08716028183698654,0.00025255652144551277,0.00021080420992802829
2023-02-13,0.0005653270054608583,0.032948628067970276,0.0003900053561665118,0.0012114390265196562,0.0003104291099589318,0.0035674828104674816,0.0003094412386417389,0.0014693588018417358,0.017220905050635338,0.0005778477061539888,0.002818562090396881,0.0003902053867932409,0.0007261181017383933,0.0002770496648736298,0.0024630234111100435,0.011264119297266006,0.00029582256684079766,0.00029531732434406877,0.000488027319079265,0.0007752581150270998,0.0005134501261636615,0.00018313089094590396,0.0002800380752887577,0.004272259771823883,0.00032505500712431967,0.00028240232495591044,0.0002729371772147715,0.00014184943574946374,0.015414980240166187,0.0007350650266744196,0.00018169703253079206,0.0007468562107533216,0.029919203370809555,0.0002526656608097255,0.0007571520982310176,0.0009890932124108076,0.00414356030523777,0.009793048724532127,0.002583234803751111,0.00123860954772681,0.012258091941475868,0.00024774373741820455,0.00020680500892922282,0.004389450419694185,0.0002817383501678705,0.0009342441917397082,0.009193235076963902,0.0007746107294224203,0.0002344284439459443,0.003152991645038128,0.0002831097226589918,0.0057609668001532555,0.013913094997406006,0.001621553092263639,0.0008355125319212675,0.026732325553894043,0.07067614793777466,0.00029902879032306373,0.001979437656700611,0.04411230981349945,0.0004736604751087725,0.0001459738123230636,0.006907745264470577,0.00045612110989168286,0.0006010874640196562,0.0004044490633532405,0.0002929178299382329,0.0009162634960375726,0.0630328357219696,0.02650262415409088,0.007698350585997105,0.0001697721309028566,0.0008228581864386797,0.00046528762322850525,0.0011941653210669756,0.0003764681750908494,0.0013206885196268559,0.0003858597483485937,0.0011083799181506038,0.0004139090597163886,0.00042484060395509005,0.004968449007719755,0.002123739803209901,0.006058282218873501,0.00394707266241312,0.0006588659016415477,0.0012423081789165735,0.002259644214063883,0.015082577243447304,0.0023821175564080477,0.00019577326020225883,0.0007569956360384822,0.06620687246322632,0.00579247809946537,0.023039182648062706,0.0014486105646938086,0.0016302734147757292,0.09048561751842499,0.0002517222019378096,0.00022050556435715407
2023-02-20,0.0005924057913944125,0.03467144817113876,0.0003909742517862469,0.0012490793596953154,0.0003057298599742353,0.003757958300411701,0.00031624361872673035,0.0014850955922156572,0.01776689663529396,0.00060567184118554,0.0029222643934190273,0.0004039690247736871,0.0007381803588941693,0.0002809535071719438,0.002512753941118717,0.01194396149367094,0.0002971083449665457,0.0003162221109960228,0.0004898289917036891,0.0008041846449486911,0.0004947120905853808,0.0001818253076635301,0.0002929756010416895,0.004283050075173378,0.0003435674880165607,0.00028808272327296436,0.0002793276507873088,0.0001481544750276953,0.01625441387295723,0.0007663838914595544,0.00018462041043676436,0.0007830588147044182,0.0308450385928154,0.0002647109213285148,0.0007863851496949792,0.0010306129697710276,0.004170448984950781,0.010164451785385609,0.0027552777901291847,0.0012861820869147778,0.012591499835252762,0.000248826778260991,0.0002127143816323951,0.004664861597120762,0.0002867604489438236,0.0009388664038851857,0.009405487217009068,0.0007889547850936651,0.00024980344460345805,0.00321192923001945,0.0002760853967629373,0.0058934991247951984,0.014571409672498703,0.0016489899717271328,0.000888735696207732,0.02789773978292942,0.07347903400659561,0.0003102662740275264,0.0020548973698168993,0.04655173048377037,0.0004693360533565283,0.00015073771646711975,0.00721127912402153,0.0004533988540060818,0.000607044727075845,0.00041081520612351596,0.00030784218688495457,0.0009443787857890129,0.06459558755159378,0.027530420571565628,0.00792678538709879,0.00017605804896447808,0.0008517401874996722,0.0004763405304402113,0.0011614329414442182,0.0003903456963598728,0.001356755499728024,0.00039045093581080437,0.0011763733346015215,0.0004237862303853035,0.00045227521331980824,0.00507144583389163,0.0021818047389388084,0.006302036345005035,0.004117000848054886,0.000674879876896739,0.001244641374796629,0.0023657307028770447,0.015410294756293297,0.0024343905970454216,0.00021253614977467805,0.0007704891031607985,0.06915530562400818,0.005940511357039213,0.02389240451157093,0.0015069865621626377,0.001664916519075632,0.09409704059362411,0.0002458077506162226,0.0002348652051296085
2023-02-27,0.0006176349706947803,0.03623773902654648,0.00039228887180797756,0.0013234037905931473,0.00030245957896113396,0.003961709327995777,0.0003237412602175027,0.0015893145464360714,0.018070226535201073,0.0006321830442175269,0.0030538183636963367,0.00041762914042919874,0.0007480713538825512,0.00028445300995372236,0.002650186186656356,0.01250251941382885,0.00030105834593996406,0.0003341935225762427,0.0004924989771097898,0.0008466610452160239,0.0004755894769914448,0.00018293529865331948,0.0003022243035957217,0.004094004165381193,0.00036878176615573466,0.000294740020763129,0.0002889122406486422,0.00015440076822414994,0.01688402332365513,0.0008198489085771143,0.00018790394824463874,0.0008197624702006578,0.03173236548900604,0.000276855134870857,0.0008193800458684564,0.0010677081299945712,0.004164873622357845,0.010534349828958511,0.0029533132910728455,0.0013541927328333259,0.012866692617535591,0.0002485595759935677,0.0002237446024082601,0.004936041310429573,0.0002909855102188885,0.0009352246415801346,0.010093646124005318,0.0007946693804115057,0.00027174068964086473,0.0031133294105529785,0.0002722173521760851,0.006607002578675747,0.01510348729789257,0.0016593404579907656,0.0009403284057043493,0.02922862395644188,0.07558831572532654,0.00032095005735754967,0.002140631200745702,0.049311939626932144,0.0004604753339663148,0.00015523139154538512,0.007443541660904884,0.00046419829595834017,0.0006140627665445209,0.0004166870203334838,0.0003142676723655313,0.0009831740753725171,0.0681459903717041,0.028201736509799957,0.008071709424257278,0.00018169704708270729,0.0008590338402427733,0.0004963024985045195,0.0011298473691567779,0.0004065406392328441,0.0013195981737226248,0.0003955939901061356,0.0012419488048180938,0.00043813863885588944,0.000487359007820487,0.005125411786139011,0.00227456190623343,0.006483748089522123,0.004316904582083225,0.0006966531509533525,0.0011933838250115514,0.002531839534640312,0.01573304459452629,0.0024857879616320133,0.0002263682399643585,0.0007940706564113498,0.07154242694377899,0.006660346873104572,0.02496366575360298,0.0015515253180637956,0.0017662057653069496,0.09699434787034988,0.00024324466357938945,0.00025243230629712343
2023-03-06,0.000634959083981812,0.037701867520809174,0.00039584795013070107,0.0014228542568162084,0.00030960794538259506,0.004148387815803289,0.0003341872652526945,0.0017075234791263938,0.018862631171941757,0.0006506085046567023,0.003166771959513426,0.0004346463829278946,0.0007508713752031326,0.000287967617623508,0.002739984542131424,0.013121654279530048,0.00031227877479977906,0.0003469268267508596,0.0004939398495480418,0.0008871413883753121,0.000441705749835819,0.0001848397369030863,0.00031092335120774806,0.0038717587012797594,0.0003958245797548443,0.00029919735970906913,0.00030369439627975225,0.00015991777763701975,0.017555249854922295,0.0008306069066748023,0.00019251584308221936,0.0008499835385009646,0.03215024247765541,0.0002827158314175904,0.000849930162075907,0.0011083210119977593,0.004194122739136219,0.011070280335843563,0.0031727857422083616,0.001448596129193902,0.013357914984226227,0.0002474202192388475,0.00023981028061825782,0.005170383024960756,0.0002927113964688033,0.0009429214405827224,0.010871431790292263,0.0007923295488581061,0.00029214724781922996,0.0029558874666690826,0.0002808448043651879,0.007544948719441891,0.015676457434892654,0.001664582872763276,0.0009846644243225455,0.030619481578469276,0.07716435194015503,0.00033614831045269966,0.0022267450112849474,0.05150451511144638,0.0004587325674947351,0.00016152809257619083,0.007561512291431427,0.0004573251062538475,0.0006176771130412817,0.0004216163360979408,0.00031940010376274586,0.0010252664797008038,0.07165820896625519,0.029196731746196747,0.008142505772411823,0.0001861258060671389,0.0008724034414626658,0.0005418856162577868,0.0010768509237095714,0.00041804678039625287,0.0013062255457043648,0.0003994725120719522,0.0012949516531080008,0.00044786566286347806,0.0005136927356943488,0.005155433900654316,0.0023948936723172665,0.006746067199856043,0.004502797964960337,0.0007174201891757548,0.0011299463221803308,0.0028666690923273563,0.016386259347200394,0.002669673878699541,0.00023368254187516868,0.0008303856593556702,0.0746806338429451,0.007561499252915382,0.026460284367203712,0.001571844331920147,0.0019216842483729124,0.10113580524921417,0.00024853486684150994,0.0002686352818273008
